State,District,Latitude,Longitude,District code,Population,Male,Female,Agricultural_Workers,Household_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Internet,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Ownership_Owned_Households,Ownership_Rented_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,sex_ratio,literacy_rate,Male_literacy_rate,Female_literacy_rate
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,2741239,1369597,1371642,484912,84661,2399901,275970,15422,1377,25510,617,322,566108,5512,232470,344167,281752,225957,143143,100226,19277,1536378,704551,422522,559211,77594,503266,58377,6455,7297,722,120,100.0,54.0,63.0,46.0
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,4081148,2064495,2016653,879537,105343,3599372,443456,20463,932,341,1417,309,897970,8606,462273,720357,582075,331793,162175,144915,23341,2189396,1104565,739612,779195,172680,718794,115052,15584,17947,1994,369,98.0,57.0,65.0,48.0
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,4174064,2090204,2083860,748093,57269,3737588,397870,24129,867,253,1322,358,944555,13763,522961,770836,673197,548336,265199,246409,36017,2148179,1159053,807430,815953,196720,757090,105579,10901,12183,1103,179,100.0,64.0,71.0,57.0
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,5154296,2569688,2584608,1122046,57853,4983330,77777,77825,738,413,4149,403,1297273,22411,669420,947606,797497,521562,271809,263023,47702,2724328,1478954,948122,1088823,278383,1085890,85895,6477,7007,450,80,101.0,64.0,67.0,61.0
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,4887813,2440521,2447292,1227956,47436,4217597,559770,89763,764,323,3282,332,1186028,19383,736270,845810,674957,453446,246580,221924,30279,2583462,1371811,928462,981115,276073,972992,117838,10388,11313,821,104,100.0,61.0,67.0,54.0
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,3943323,2018575,1924748,23029,46157,2046051,1713405,87522,11446,1268,19560,1929,869721,149034,230962,596591,685215,811501,517425,558090,45937,2249130,1068243,542669,437146,422826,692697,73154,16242,20914,3555,1117,95.0,73.0,76.0,70.0
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,3776269,1880800,1895469,756859,168340,3491139,244723,24979,2086,332,312,115,926768,8831,340372,453505,482842,463403,293493,256633,35312,1940234,1031735,728494,823820,141432,746836,91081,8368,9357,860,129,101.0,58.0,67.0,50.0
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,2797370,1390988,1406382,804537,19799,2595321,158887,33463,655,217,459,539,668519,8628,295639,346118,329630,238811,154774,160804,25456,1530602,774583,477955,616617,115379,575647,55189,4220,4616,346,50,101.0,58.0,65.0,52.0
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,4517398,2267375,2250023,1006976,48444,4023678,307043,145598,1393,863,6320,906,1163932,30438,618101,692968,630603,531821,312753,328454,54728,2340943,1284630,833959,863382,328243,955030,81787,6370,6886,449,67,99.0,67.0,71.0,63.0
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,4053463,2039227,2014236,1037302,60791,3328380,670737,33165,737,255,2235,434,816721,10081,521327,672951,466940,271828,152453,115504,19282,2368684,1053618,609027,710444,156505,652567,109416,18819,22549,3071,659,99.0,52.0,61.0,44.0
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,2050386,2002642,931084,57846,3673456,334172,21345,658,290,388,267,757821,6153,419379,596134,441585,308575,169083,98227,16121,2360874,1027525,637430,800743,66068,632870,116194,19694,23895,3474,727,98.0,48.0,56.0,39.0
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,1523030,1510258,571129,67642,2637313,342449,34301,1309,554,457,217,604719,8635,324267,503713,481984,373729,201928,127493,16466,1735769,779738,509368,570933,90125,482906,92770,14040,16643,2160,443,99.0,54.0,63.0,45.0
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,1759772,1729037,863131,45124,3249231,188646,35025,937,241,250,132,789225,7715,369537,518669,471233,367424,238695,196134,27003,1932349,897137,651748,760789,103172,655150,89307,8970,10032,935,127,98.0,57.0,66.0,49.0
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,1250641,1300694,448281,171311,2123426,391596,19653,2357,1847,542,146,545913,5261,269487,421399,338668,396396,223365,141850,13382,1399773,676401,437573,490840,93887,432299,68637,8050,9206,988,168,104.0,54.0,63.0,46.0
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,1714764,1682684,889218,42603,3150195,220654,18775,266,97,204,206,763746,6151,489805,495556,368919,249034,142026,133627,21976,1832695,917391,641707,717208,127205,643184,89358,10022,11413,1186,205,98.0,56.0,65.0,47.0
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,1341738,1361376,700833,34479,2666950,9025,18879,193,77,160,106,615432,3988,291793,348354,319244,251521,146721,121213,21031,1423119,747385,528736,610487,68045,506897,66546,7462,8385,811,112,101.0,55.0,64.0,47.0
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,1161477,1182997,557254,27469,2299129,16423,17853,380,114,815,183,527736,4453,250446,300057,257468,186576,115144,103591,27041,1206366,666394,451469,514227,68076,440182,65254,6261,6993,645,87,102.0,53.0,61.0,45.0
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,1759281,1753295,758092,43550,3273755,197333,31377,1453,253,569,126,828077,12952,314252,457529,454322,430242,279234,248942,27663,1891954,941452,664872,761465,117060,676526,90062,8344,9354,879,131,100.0,59.0,67.0,50.0
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,1964918,1972048,1061787,33861,3733191,86142,109120,288,209,1578,211,1017568,12050,595331,718960,585595,415178,215863,207586,33329,2051513,1127764,755533,836015,207958,830550,71679,5319,5684,329,36,100.0,67.0,70.0,65.0
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,76948,71278,4208,496,47683,2134,35969,94,50381,95,11738,14593,170,20425,22537,17354,10032,5641,3633,834,96630,35018,16414,20141,5793,21057,3081,422,483,53,8,93.0,49.0,57.0,41.0
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,38775,39915,1063,273,12333,652,37136,36,452,23,27868,5318,57,11713,10487,8852,6213,4510,2330,142,53752,17922,6960,12051,2014,11366,1396,217,266,38,11,103.0,49.0,56.0,42.0
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,50116,49098,3565,493,27854,2289,18254,69,776,30,49393,14231,450,9938,13713,13968,10937,9498,6540,525,61993,25334,11802,11640,5518,13537,2123,358,446,62,26,98.0,63.0,68.0,58.0
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,45318,46758,2947,833,4859,471,51189,43,121,81,34158,3911,95,12661,15054,12264,6997,4353,2031,299,64379,20713,6836,15458,410,12003,2146,329,403,52,22,103.0,40.0,45.0,35.0
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,76221,69505,7789,786,99020,3846,10684,210,24452,104,7277,17157,312,19306,25179,20643,13070,7612,5180,584,94890,35493,15195,17340,7188,21917,2652,386,447,50,11,91.0,57.0,63.0,50.0
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,28053,26027,3354,233,28915,2247,9213,33,2932,19,10393,5932,207,5875,7957,7351,5508,3570,2795,85,35140,13254,5652,5317,3805,7625,977,116,151,26,9,93.0,59.0,64.0,53.0
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,41843,41187,1968,435,9551,1482,34402,27,193,13,37085,12493,381,8492,10821,11661,9861,7674,5230,295,55258,20305,7412,11259,3062,10649,1513,260,358,77,21,98.0,65.0,70.0,60.0
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,89182,87391,1859,1543,57027,6148,84397,310,4768,139,22586,30539,2477,15368,21956,21376,20007,17342,13840,926,120592,43812,11856,15037,12769,24776,2474,435,559,86,38,98.0,69.0,74.0,63.0
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,29151,20826,1581,114,11842,787,776,1164,34920,72,349,8635,96,4904,4730,4029,2140,1989,1379,667,30709,13849,5399,6820,2134,6239,323,19,21,2,0,71.0,52.0,61.0,40.0
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,57604,54371,1811,836,20682,1103,83361,61,778,43,5325,16026,98,13585,16989,12077,7834,4305,2134,182,71785,25669,14423,15861,2575,13124,3072,482,565,71,12,94.0,43.0,51.0,34.0
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,18699,16621,804,591,5261,411,5643,27,2577,7,20967,6198,97,3952,5584,4915,2935,2211,1349,46,21090,8910,5252,5393,1047,4865,631,66,87,15,6,89.0,52.0,57.0,45.0
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,41758,41690,1846,481,13474,521,8779,28,297,11,59449,5373,139,10219,16118,15339,10348,8017,4276,473,56054,20055,7230,13420,1635,12018,1285,167,227,41,19,100.0,54.0,59.0,49.0
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,46155,37792,1705,801,31265,1970,8466,328,36087,71,5556,14188,202,8836,10317,8428,5633,3987,2693,299,53026,22362,8493,9390,5787,11500,1003,105,132,22,5,82.0,58.0,64.0,50.0
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,58168,54106,1384,298,15881,2218,29969,577,3311,49,60005,14204,303,14227,17675,15908,11441,8418,6030,521,70415,28305,13469,14876,4678,13982,2874,493,631,108,30,93.0,58.0,63.0,52.0
Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,867004,826618,98946,30342,492966,1198036,1020,112,49,399,14,84804,2078,210607,307884,300845,121924,87377,46947,8007,1072312,405046,215355,326160,7625,261844,36749,7012,8510,1213,285,95.0,53.0,58.0,48.0
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,375818,362986,47406,9485,359145,371033,5924,384,236,871,9,49866,2523,93591,138294,133643,55924,35491,20221,2267,458796,184849,94939,134382,12007,109693,15859,3079,3822,612,131,97.0,59.0,63.0,54.0
Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,886284,850333,68664,24466,1038985,654816,37635,280,341,1673,98,140205,5316,256855,447993,379469,156156,79766,45341,12951,1048990,444899,241776,324905,25190,277244,25131,3324,4092,623,145,96.0,68.0,72.0,63.0
Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,475273,453227,81617,10542,327322,597392,1688,431,57,724,19,45444,1166,119027,163277,161153,59039,47398,22267,3079,583436,226525,118102,180669,3789,144343,18049,2852,3432,470,110,95.0,52.0,57.0,48.0
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,351249,334884,19181,7224,655052,13475,8711,297,911,167,6315,28195,1192,79107,138838,136371,80804,55399,28006,2868,434221,169630,82051,122182,5984,93934,20387,3840,4715,710,165,95.0,62.0,68.0,55.0
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,676434,649901,61209,14362,1198401,64526,52968,2261,4673,1055,46,136685,8817,143189,243607,301287,139813,89500,59380,6984,767147,371864,186774,195303,38157,196644,36264,6273,7610,1086,251,96.0,67.0,73.0,60.0
Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,513292,494891,75828,14346,347878,579929,77862,771,194,477,103,78641,1364,124700,213510,183904,73683,39885,18294,3464,650509,239831,117427,190189,4793,149008,22705,3711,4475,636,128,96.0,56.0,59.0,52.0
Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,543161,523727,66616,15068,917426,90312,50582,1131,3863,530,1347,82345,3073,117393,223902,261192,111145,66197,36887,4084,629153,289085,148244,193055,12450,166711,26763,4233,5039,649,157,96.0,68.0,73.0,62.0
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,337890,321406,31248,7313,251194,397653,8480,84,490,247,636,44143,1211,88596,177984,139029,50056,28504,11608,4265,419921,156243,82841,134032,4264,105304,7814,867,1050,149,34,95.0,62.0,67.0,56.0
Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,556805,535451,53153,31543,1008219,54684,21051,1540,2378,719,578,122063,5651,99454,201680,295444,128050,97025,62608,8433,604908,315550,171062,196137,21137,169163,29535,5070,6060,805,185,96.0,73.0,78.0,68.0
Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,778461,739081,99522,69106,877495,601784,33297,319,185,1330,55,122191,3109,163849,290097,353861,154831,118849,55011,6444,895775,408232,212740,295002,7808,220941,39125,7179,8897,1367,351,95.0,66.0,71.0,60.0
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,490167,466146,60952,9861,766000,20290,157789,370,6260,397,3568,53918,1923,109324,212224,199289,93137,40602,18225,3426,618633,233739,103123,155192,16484,128097,22284,3645,4457,677,135,95.0,58.0,64.0,52.0
Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,625864,602822,67033,17435,521962,692489,11990,114,446,524,110,70951,1933,198059,333885,257931,76685,39637,21408,7903,779850,284368,163990,230546,10212,183724,17384,2812,3552,599,141,96.0,65.0,70.0,60.0
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,452905,434237,56330,12423,529068,252271,101091,93,1718,396,123,41373,1218,116899,166013,154715,78788,39571,17287,2733,552671,224715,108956,171597,4205,135308,20774,3022,3688,545,121,96.0,55.0,61.0,49.0
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,529674,512463,43922,10983,797130,193476,46217,412,1074,250,2410,60296,1948,126950,212080,217497,107326,82885,44212,4731,639385,268872,133615,183814,12407,149287,28914,5293,6388,895,200,97.0,66.0,71.0,60.0
Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,1439112,1384656,196174,38122,1225246,1563203,26844,3036,1073,1162,61,195631,5121,392616,638088,576214,199792,115864,66994,10351,1778277,678034,366112,509358,32751,425164,57931,10355,12945,2027,563,96.0,61.0,64.0,57.0
Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,396006,375633,34984,19302,491582,277488,429,62,27,1004,9,68313,1631,75866,141690,192771,81507,71734,39368,3693,442061,211320,117809,149314,4519,113423,19380,4112,5168,839,217,95.0,69.0,74.0,64.0
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,983904,940206,114865,25719,1422824,350536,138166,1363,5088,1003,221,133368,4358,216097,416218,377653,141373,90385,49901,6412,1159991,501239,261648,323644,22030,284779,47266,7273,8779,1238,268,96.0,58.0,63.0,52.0
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,680231,647698,47756,13241,1181347,48373,76877,1999,16228,837,395,161718,5135,150893,266717,276292,109805,61040,38152,7353,799874,352158,175377,179202,37251,189279,35088,6248,7686,1151,287,95.0,60.0,67.0,53.0
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,1463333,1348236,691947,24367,1593525,1207442,4116,371,187,1910,63,43290,2561,625357,426625,206161,112955,68177,39627,6938,1872943,612012,324091,550065,6185,459413,47807,6416,7782,1067,299,92.0,43.0,50.0,35.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,1318684,1221389,426096,40652,2291133,237353,2218,295,334,775,19,44456,2362,559512,482199,302662,253142,136783,91371,8329,1626969,564571,340948,377134,6754,221195,88642,32349,49556,11594,5613,93.0,58.0,66.0,49.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,1924469,1776813,396630,28033,2545438,786677,15991,5142,309093,30981,1005,589477,23258,381695,686271,422964,537936,310762,253253,19101,2211996,909771,571932,580691,138210,515923,114583,28816,35684,5444,1424,92.0,68.0,74.0,60.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,1318684,1221389,426096,40652,2291133,237353,2218,295,334,775,19,44456,2362,559512,482199,302662,253142,136783,91371,8329,1626969,564571,340948,377134,6754,221195,88642,32349,49556,11594,5613,93.0,58.0,66.0,49.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,1924469,1776813,396630,28033,2545438,786677,15991,5142,309093,30981,1005,589477,23258,381695,686271,422964,537936,310762,253253,19101,2211996,909771,571932,580691,138210,515923,114583,28816,35684,5444,1424,92.0,68.0,74.0,60.0
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1067140,967623,462614,26680,1772655,250925,6138,139,113,94,1035,62359,1704,408188,386707,196305,120653,63103,35767,3922,1291235,462080,278863,372571,3728,272892,63056,14195,18917,3613,1109,91.0,47.0,55.0,39.0
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,1567660,1402881,430870,58167,2554330,407348,2209,402,229,276,57,120373,4644,577601,484502,291877,207136,144783,101836,14599,1951688,644874,369996,577162,10968,473100,59643,12420,16403,2970,1013,89.0,52.0,59.0,45.0
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,1615663,1422103,475228,60461,2487866,537098,3556,415,180,1050,32,174534,6764,614644,524322,300767,247079,154643,118843,16119,1952879,674660,397654,540365,13460,430436,71666,14964,19816,3692,1160,88.0,52.0,58.0,45.0
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,1430380,1298027,364875,47985,2518216,197819,2165,544,647,1472,48,62153,3661,581580,605307,367059,313509,163303,131137,10630,1722387,613072,387389,401256,9625,228026,94321,36903,58276,13900,7473,91.0,59.0,68.0,48.0
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,887977,818375,251790,26122,1591454,105423,2125,248,5090,97,57,46760,1784,331675,420187,256124,178044,89306,64117,5224,1074754,375372,253998,254972,4718,144919,59439,23401,37653,9136,5116,92.0,58.0,67.0,48.0
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,2059949,1877436,642115,44846,3042729,881476,3534,832,245,236,101,127442,6280,672797,490534,332382,224622,152540,129597,26073,2535344,865971,529314,785953,10615,634400,81916,13027,16149,2468,654,91.0,46.0,55.0,37.0
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,2266566,2124852,783505,87178,3876395,488121,3943,913,870,1723,108,112617,6856,902272,757690,447480,342254,191824,131163,12047,2810026,936630,537333,665673,18754,396876,161407,57349,87698,20540,9809,94.0,52.0,60.0,44.0
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,1267666,1294346,338666,26049,2119262,436057,2463,271,167,133,28,69375,3707,540603,470828,291624,223776,123249,79109,7690,1642807,546202,370662,412706,5453,248009,89316,32551,48075,10885,4639,102.0,54.0,63.0,46.0
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,916064,844341,331466,105637,1525746,217621,8443,162,159,87,3438,32633,1839,420472,317612,153973,104211,56137,29633,3439,1135919,392052,227016,300265,5351,203766,54928,17180,24953,5531,2242,92.0,49.0,58.0,38.0
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,585582,539731,179519,15075,1045117,75742,691,148,248,60,58,27641,1106,211761,165906,117558,112966,68748,45519,3539,714244,254582,155106,176076,4205,108063,39854,14343,21132,4802,1987,92.0,55.0,64.0,45.0
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,1600430,1470599,672291,20577,1684589,1365645,8659,2754,212,507,2141,60900,2941,472616,444260,237243,133811,88498,57114,11896,2054202,660403,353483,595596,11309,505400,43516,6587,8148,1233,328,92.0,42.0,48.0,35.0
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,883786,783100,325731,20816,1486989,175588,1253,143,79,86,115,40641,1580,350601,233494,130004,100555,65931,38697,5969,1114645,355531,195796,321312,3292,269846,29736,4781,6121,1043,297,89.0,46.0,52.0,39.0
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,866970,823430,321867,11633,531236,1149095,5783,398,183,1476,28,58718,1093,356401,235779,89025,42778,25989,15386,3761,1139615,361114,188447,326865,4776,276414,16858,2134,2594,382,78,95.0,44.0,51.0,37.0
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,526345,474567,159970,13546,956396,40886,487,140,52,78,52,44491,1186,172076,149312,111684,85807,48001,27261,3814,650642,218840,130655,158930,3444,101792,30165,9874,14340,3109,1357,90.0,51.0,58.0,43.0
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1047559,954203,484062,16347,1753829,241760,1342,170,60,133,81,23236,1397,340813,189431,114474,99437,79891,44955,6509,1311771,444235,242382,394241,3072,324221,42330,6610,8126,1211,305,91.0,42.0,49.0,33.0
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,2329313,2158066,940642,54934,3652168,818912,3262,564,328,442,169,113281,5319,783888,771417,520875,303114,170563,137780,11352,2860455,1009424,611899,884913,8410,681994,116811,22106,28218,4700,1412,93.0,48.0,58.0,38.0
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,729041,638724,196449,16690,1252319,110416,1815,338,95,145,61,90461,2653,226699,158699,146414,147152,101907,64469,4394,860147,316713,188319,248457,11182,199555,33704,6965,9066,1638,463,88.0,59.0,65.0,51.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,2527497,2273565,769001,65253,4032773,745546,5149,933,288,382,98,180651,10290,1092952,743623,419433,299475,194920,138916,14475,3016735,1079189,697108,911967,22474,702089,126765,24479,32056,5670,1907,90.0,52.0,59.0,45.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,1497060,1380593,534021,52585,2669775,198033,1978,393,414,561,64,101378,4156,581978,486266,320839,274556,177358,133032,11159,1829128,642197,403129,464186,17540,297609,99650,32597,46830,10089,4144,92.0,53.0,61.0,43.0
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1144668,1074478,397505,40018,1964620,244394,1299,250,176,279,80,31162,1841,601011,368649,195072,161127,95943,64585,3130,1440781,485628,288805,336216,7706,194211,80648,31140,48312,11542,5630,94.0,49.0,58.0,40.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,2061110,1873932,998833,38691,3047427,865090,8469,926,1337,296,1895,57546,3495,1053481,543965,250243,159563,98732,70669,6035,2544205,888205,497793,694531,7910,508159,109279,26324,35133,6684,2125,91.0,45.0,53.0,36.0
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,3078512,2759953,658203,85349,5356075,439952,12551,4803,1062,2151,203,546859,40692,1244842,1095655,920051,698351,463361,452340,46126,3626564,1382654,815638,829728,104162,609661,183921,60090,86592,18736,7766,90.0,59.0,66.0,52.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,2681209,2418162,1057417,46164,4086453,990349,4865,668,878,464,104,74979,7719,1280809,982506,450631,241118,121594,68781,5149,3316422,1122340,648009,967001,9489,747255,129176,26188,34713,6446,2079,90.0,45.0,52.0,36.0
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,1699370,1565249,745015,28840,1989420,1255641,7989,614,353,1450,650,86058,4170,668690,360243,184327,119259,83226,59996,11116,2155512,696556,372692,624039,8720,517258,53373,8430,10296,1478,388,92.0,41.0,47.0,34.0
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,1543546,1416372,405544,48512,2645415,300487,2889,2569,1584,252,537,114893,4594,535187,548971,399053,333053,194928,161555,16006,1875174,673742,407193,433720,15995,260042,103275,37743,58724,13663,7318,92.0,61.0,69.0,52.0
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,997174,903487,356833,18651,1629254,266620,1292,197,60,109,8,41342,1668,348300,194897,104182,90182,64560,47051,6016,1249692,415863,233870,359161,5426,291291,43704,8148,10170,1600,422,91.0,42.0,51.0,33.0
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,2230003,2031563,721629,47917,3800598,452370,2126,554,292,231,112,88021,5379,781038,710468,438908,284082,186153,129933,19126,2766930,913339,568812,829443,10874,657647,102513,21642,27676,4775,1259,91.0,50.0,58.0,42.0
Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,2022821,1929041,493461,42103,3534772,406449,2330,371,229,322,107,94787,4509,793945,693465,433759,361171,213251,148065,9848,2516115,847031,585386,628222,8764,384243,132367,47458,70773,16311,7004,95.0,55.0,64.0,45.0
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,329743,306599,109696,9917,596102,37653,313,75,41,43,31,20065,631,129673,110525,59529,52860,33856,19676,3399,413475,136898,85045,100345,2119,61869,21544,7777,11485,2536,1172,93.0,52.0,60.0,43.0
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,346673,309573,136334,9119,552492,99342,522,216,73,52,44,10004,478,128209,91277,37063,25657,16031,10091,661,421241,139909,93398,147280,830,124984,8303,733,897,136,28,89.0,43.0,50.0,36.0
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,1803252,1620322,635907,37932,2672311,740101,2897,261,253,188,20,66263,3460,733380,394422,196321,136500,92783,70549,11936,2206340,739982,449035,720630,6856,602916,59010,7662,9470,1464,344,90.0,42.0,49.0,34.0
Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,1675090,1655374,376344,31244,2712635,608282,2618,369,407,359,86,52935,3834,689880,612635,445257,355277,186817,119164,12091,2115448,713597,498299,535085,6347,323877,114884,41033,61005,13821,6151,99.0,58.0,67.0,49.0
Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,1155283,1073793,554271,22555,1809936,409251,3758,271,136,546,42,51028,1845,467768,269737,157787,99530,69665,45726,5850,1453438,495020,277610,430158,5069,345385,55898,9148,10961,1483,330,93.0,46.0,56.0,36.0
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,1844535,1650486,502637,36958,3152346,333980,2203,707,362,246,71,70001,4810,810191,487594,370247,291392,178320,124448,9094,2176701,759132,486032,620927,6879,435592,112105,30410,41647,8375,2862,89.0,55.0,62.0,47.0
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,580663,474787,1687,4799,852574,51447,8720,138329,1160,1960,246,231204,44283,80406,118667,114209,124707,98786,174528,20188,602411,303748,148945,112043,110377,162464,24076,4872,5667,676,119,82.0,76.0,80.0,72.0
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,698487,714712,287828,10821,1277975,12413,27951,2099,985,3466,86925,157646,1782,183667,178766,139330,60936,57413,32895,3227,864272,358157,189569,287405,13252,222252,35222,3347,3836,407,82,102.0,46.0,55.0,38.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,192764,189192,4138,2561,371973,6984,236,2387,113,10,7,79146,1574,35817,59489,53515,64730,45695,25474,3241,193671,107367,80497,75560,4092,50624,15387,3523,4063,459,81,98.0,75.0,81.0,70.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,1351574,1312055,572292,21658,2540763,57973,20745,6373,2979,2357,29122,519704,8566,382091,407692,337793,189296,152838,134637,19654,1625484,655032,380114,561313,37623,464063,57480,10850,13773,2306,617,97.0,60.0,69.0,51.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,192764,189192,4138,2561,371973,6984,236,2387,113,10,7,79146,1574,35817,59489,53515,64730,45695,25474,3241,193671,107367,80497,75560,4092,50624,15387,3523,4063,459,81,98.0,75.0,81.0,70.0
